# Precipitation.ACTIVE (Difference, Perm data)@05408480.20160501.csv generated at 2019-06-15 02:43:22 (UTC+00:00) by AQUARIUS 18.4.80.0
# 
# Time series identifier: Precipitation.ACTIVE (Difference, Perm data)@05408480
# Location: W FORK KICKAPOO R AT PEACEFUL VALLEY RD NR CASHTON
# UTC offset: (UTC-06:00)
# Value units: in
# Value parameter: Precipitation
# Interpolation type: Preceding Totals
# Time series type: Derived
# 
# Export options: Corrected signal from 2016-05-01T06:00:00Z to 2016-06-01T05:59:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-06:00), Value, Approval Level, Grade, Qualifiers
2016-05-02T06:30:00Z,2016-05-02 00:30:00,0,Approved,50,
2016-05-02T06:45:00Z,2016-05-02 00:45:00,0,Approved,50,
2016-05-02T07:00:00Z,2016-05-02 01:00:00,0,Approved,50,
2016-05-02T07:15:00Z,2016-05-02 01:15:00,0,Approved,50,
2016-05-02T07:30:00Z,2016-05-02 01:30:00,0,Approved,50,
2016-05-02T07:45:00Z,2016-05-02 01:45:00,0,Approved,50,
2016-05-02T08:00:00Z,2016-05-02 02:00:00,0,Approved,50,
2016-05-02T08:15:00Z,2016-05-02 02:15:00,0,Approved,50,
2016-05-02T08:30:00Z,2016-05-02 02:30:00,0,Approved,50,
2016-05-02T08:45:00Z,2016-05-02 02:45:00,0,Approved,50,
2016-05-02T09:00:00Z,2016-05-02 03:00:00,0,Approved,50,
2016-05-02T09:15:00Z,2016-05-02 03:15:00,0,Approved,50,
2016-05-02T09:30:00Z,2016-05-02 03:30:00,0,Approved,50,
2016-05-02T09:45:00Z,2016-05-02 03:45:00,0,Approved,50,
2016-05-02T10:00:00Z,2016-05-02 04:00:00,0,Approved,50,
2016-05-02T10:15:00Z,2016-05-02 04:15:00,0,Approved,50,
2016-05-02T10:30:00Z,2016-05-02 04:30:00,0,Approved,50,
2016-05-02T10:45:00Z,2016-05-02 04:45:00,0,Approved,50,
2016-05-02T11:00:00Z,2016-05-02 05:00:00,0,Approved,50,
2016-05-02T11:15:00Z,2016-05-02 05:15:00,0,Approved,50,
2016-05-02T11:30:00Z,2016-05-02 05:30:00,0,Approved,50,
2016-05-02T11:45:00Z,2016-05-02 05:45:00,0,Approved,50,
2016-05-02T12:00:00Z,2016-05-02 06:00:00,0,Approved,50,
2016-05-02T12:15:00Z,2016-05-02 06:15:00,0,Approved,50,
2016-05-02T12:30:00Z,2016-05-02 06:30:00,0,Approved,50,
2016-05-02T12:45:00Z,2016-05-02 06:45:00,0,Approved,50,
2016-05-02T13:00:00Z,2016-05-02 07:00:00,0,Approved,50,
2016-05-02T13:15:00Z,2016-05-02 07:15:00,0,Approved,50,
2016-05-02T13:30:00Z,2016-05-02 07:30:00,0,Approved,50,
2016-05-02T13:45:00Z,2016-05-02 07:45:00,0,Approved,50,
2016-05-02T14:00:00Z,2016-05-02 08:00:00,0,Approved,50,
2016-05-02T14:15:00Z,2016-05-02 08:15:00,0,Approved,50,
2016-05-02T14:30:00Z,2016-05-02 08:30:00,0,Approved,50,
2016-05-02T14:45:00Z,2016-05-02 08:45:00,0,Approved,50,
2016-05-02T15:00:00Z,2016-05-02 09:00:00,0,Approved,50,
2016-05-02T15:15:00Z,2016-05-02 09:15:00,0,Approved,50,
2016-05-02T15:30:00Z,2016-05-02 09:30:00,0,Approved,50,
2016-05-02T15:45:00Z,2016-05-02 09:45:00,0,Approved,50,
2016-05-02T16:00:00Z,2016-05-02 10:00:00,0,Approved,50,
2016-05-02T16:15:00Z,2016-05-02 10:15:00,0,Approved,50,
2016-05-02T16:30:00Z,2016-05-02 10:30:00,0,Approved,50,
2016-05-02T16:45:00Z,2016-05-02 10:45:00,0,Approved,50,
2016-05-02T17:00:00Z,2016-05-02 11:00:00,0,Approved,50,
2016-05-02T17:15:00Z,2016-05-02 11:15:00,0,Approved,50,
2016-05-02T17:30:00Z,2016-05-02 11:30:00,0,Approved,50,
2016-05-02T17:45:00Z,2016-05-02 11:45:00,0,Approved,50,
2016-05-02T18:00:00Z,2016-05-02 12:00:00,0,Approved,50,
2016-05-02T18:15:00Z,2016-05-02 12:15:00,0,Approved,50,
2016-05-02T18:30:00Z,2016-05-02 12:30:00,0,Approved,50,
2016-05-02T18:45:00Z,2016-05-02 12:45:00,0,Approved,50,
2016-05-02T19:00:00Z,2016-05-02 13:00:00,0,Approved,50,
2016-05-02T19:15:00Z,2016-05-02 13:15:00,0,Approved,50,
2016-05-02T19:30:00Z,2016-05-02 13:30:00,0,Approved,50,
2016-05-02T19:45:00Z,2016-05-02 13:45:00,0,Approved,50,
2016-05-02T20:00:00Z,2016-05-02 14:00:00,0,Approved,50,
2016-05-02T20:15:00Z,2016-05-02 14:15:00,0,Approved,50,
2016-05-02T20:30:00Z,2016-05-02 14:30:00,0,Approved,50,
2016-05-02T20:45:00Z,2016-05-02 14:45:00,0,Approved,50,
2016-05-02T21:00:00Z,2016-05-02 15:00:00,0,Approved,50,
2016-05-02T21:15:00Z,2016-05-02 15:15:00,0,Approved,50,
2016-05-02T21:30:00Z,2016-05-02 15:30:00,0,Approved,50,
2016-05-02T21:45:00Z,2016-05-02 15:45:00,0,Approved,50,
2016-05-02T22:00:00Z,2016-05-02 16:00:00,0,Approved,50,
2016-05-02T22:15:00Z,2016-05-02 16:15:00,0,Approved,50,
2016-05-02T22:30:00Z,2016-05-02 16:30:00,0,Approved,50,
2016-05-02T22:45:00Z,2016-05-02 16:45:00,0,Approved,50,
2016-05-02T23:00:00Z,2016-05-02 17:00:00,0,Approved,50,
2016-05-02T23:15:00Z,2016-05-02 17:15:00,0,Approved,50,
2016-05-02T23:30:00Z,2016-05-02 17:30:00,0,Approved,50,
2016-05-02T23:45:00Z,2016-05-02 17:45:00,0,Approved,50,
2016-05-03T00:00:00Z,2016-05-02 18:00:00,0,Approved,50,
2016-05-03T00:15:00Z,2016-05-02 18:15:00,0,Approved,50,
2016-05-03T00:30:00Z,2016-05-02 18:30:00,0,Approved,50,
2016-05-03T00:45:00Z,2016-05-02 18:45:00,0,Approved,50,
2016-05-03T01:00:00Z,2016-05-02 19:00:00,0,Approved,50,
2016-05-03T01:15:00Z,2016-05-02 19:15:00,0,Approved,50,
2016-05-03T01:30:00Z,2016-05-02 19:30:00,0,Approved,50,
2016-05-03T01:45:00Z,2016-05-02 19:45:00,0,Approved,50,
2016-05-03T02:00:00Z,2016-05-02 20:00:00,0,Approved,50,
2016-05-03T02:15:00Z,2016-05-02 20:15:00,0,Approved,50,
2016-05-03T02:30:00Z,2016-05-02 20:30:00,0,Approved,50,
2016-05-03T02:45:00Z,2016-05-02 20:45:00,0,Approved,50,
2016-05-03T03:00:00Z,2016-05-02 21:00:00,0,Approved,50,
2016-05-03T03:15:00Z,2016-05-02 21:15:00,0,Approved,50,
2016-05-03T03:30:00Z,2016-05-02 21:30:00,0,Approved,50,
2016-05-03T03:45:00Z,2016-05-02 21:45:00,0,Approved,50,
2016-05-03T04:00:00Z,2016-05-02 22:00:00,0,Approved,50,
2016-05-03T04:15:00Z,2016-05-02 22:15:00,0,Approved,50,
2016-05-03T04:30:00Z,2016-05-02 22:30:00,0,Approved,50,
2016-05-03T04:45:00Z,2016-05-02 22:45:00,0,Approved,50,
2016-05-03T05:00:00Z,2016-05-02 23:00:00,0,Approved,50,
2016-05-03T05:15:00Z,2016-05-02 23:15:00,0,Approved,50,
2016-05-03T05:30:00Z,2016-05-02 23:30:00,0,Approved,50,
2016-05-03T05:45:00Z,2016-05-02 23:45:00,0,Approved,50,
2016-05-03T06:00:00Z,2016-05-03 00:00:00,0,Approved,50,
2016-05-03T06:15:00Z,2016-05-03 00:15:00,0,Approved,50,
2016-05-03T06:30:00Z,2016-05-03 00:30:00,0,Approved,50,
2016-05-03T06:45:00Z,2016-05-03 00:45:00,0,Approved,50,
2016-05-03T07:00:00Z,2016-05-03 01:00:00,0,Approved,50,
2016-05-03T07:15:00Z,2016-05-03 01:15:00,0,Approved,50,
2016-05-03T07:30:00Z,2016-05-03 01:30:00,0,Approved,50,
2016-05-03T07:45:00Z,2016-05-03 01:45:00,0,Approved,50,
2016-05-03T08:00:00Z,2016-05-03 02:00:00,0,Approved,50,
2016-05-03T08:15:00Z,2016-05-03 02:15:00,0,Approved,50,
2016-05-03T08:30:00Z,2016-05-03 02:30:00,0,Approved,50,
2016-05-03T08:45:00Z,2016-05-03 02:45:00,0,Approved,50,
2016-05-03T09:00:00Z,2016-05-03 03:00:00,0,Approved,50,
2016-05-03T09:15:00Z,2016-05-03 03:15:00,0,Approved,50,
2016-05-03T09:30:00Z,2016-05-03 03:30:00,0,Approved,50,
2016-05-03T09:45:00Z,2016-05-03 03:45:00,0,Approved,50,
2016-05-03T10:00:00Z,2016-05-03 04:00:00,0,Approved,50,
2016-05-03T10:15:00Z,2016-05-03 04:15:00,0,Approved,50,
2016-05-03T10:30:00Z,2016-05-03 04:30:00,0,Approved,50,
2016-05-03T10:45:00Z,2016-05-03 04:45:00,0,Approved,50,
2016-05-03T11:00:00Z,2016-05-03 05:00:00,0,Approved,50,
2016-05-03T11:15:00Z,2016-05-03 05:15:00,0,Approved,50,
2016-05-03T11:30:00Z,2016-05-03 05:30:00,0,Approved,50,
2016-05-03T11:45:00Z,2016-05-03 05:45:00,0,Approved,50,
2016-05-03T12:00:00Z,2016-05-03 06:00:00,0,Approved,50,
2016-05-03T12:15:00Z,2016-05-03 06:15:00,0,Approved,50,
2016-05-03T12:30:00Z,2016-05-03 06:30:00,0,Approved,50,
2016-05-03T12:45:00Z,2016-05-03 06:45:00,0,Approved,50,
2016-05-03T13:00:00Z,2016-05-03 07:00:00,0,Approved,50,
2016-05-03T13:15:00Z,2016-05-03 07:15:00,0,Approved,50,
2016-05-03T13:30:00Z,2016-05-03 07:30:00,0,Approved,50,
2016-05-03T13:45:00Z,2016-05-03 07:45:00,0,Approved,50,
2016-05-03T14:00:00Z,2016-05-03 08:00:00,0,Approved,50,
2016-05-03T14:15:00Z,2016-05-03 08:15:00,0,Approved,50,
2016-05-03T14:30:00Z,2016-05-03 08:30:00,0,Approved,50,
2016-05-03T14:45:00Z,2016-05-03 08:45:00,0,Approved,50,
2016-05-03T15:00:00Z,2016-05-03 09:00:00,0,Approved,50,
2016-05-03T15:15:00Z,2016-05-03 09:15:00,0,Approved,50,
2016-05-03T15:30:00Z,2016-05-03 09:30:00,0,Approved,50,
2016-05-03T15:45:00Z,2016-05-03 09:45:00,0,Approved,50,
2016-05-03T16:00:00Z,2016-05-03 10:00:00,0,Approved,50,
2016-05-03T16:15:00Z,2016-05-03 10:15:00,0,Approved,50,
2016-05-03T16:30:00Z,2016-05-03 10:30:00,0,Approved,50,
2016-05-03T16:45:00Z,2016-05-03 10:45:00,0,Approved,50,
2016-05-03T17:00:00Z,2016-05-03 11:00:00,0,Approved,50,
2016-05-03T17:15:00Z,2016-05-03 11:15:00,0,Approved,50,
2016-05-03T17:30:00Z,2016-05-03 11:30:00,0,Approved,50,
2016-05-03T17:45:00Z,2016-05-03 11:45:00,0,Approved,50,
2016-05-03T18:00:00Z,2016-05-03 12:00:00,0,Approved,50,
2016-05-03T18:15:00Z,2016-05-03 12:15:00,0,Approved,50,
2016-05-03T18:30:00Z,2016-05-03 12:30:00,0,Approved,50,
2016-05-03T18:45:00Z,2016-05-03 12:45:00,0,Approved,50,
2016-05-03T19:00:00Z,2016-05-03 13:00:00,0,Approved,50,
2016-05-03T19:15:00Z,2016-05-03 13:15:00,0,Approved,50,
2016-05-03T19:30:00Z,2016-05-03 13:30:00,0,Approved,50,
2016-05-03T19:45:00Z,2016-05-03 13:45:00,0,Approved,50,
2016-05-03T20:00:00Z,2016-05-03 14:00:00,0,Approved,50,
2016-05-03T20:15:00Z,2016-05-03 14:15:00,0,Approved,50,
2016-05-03T20:30:00Z,2016-05-03 14:30:00,0,Approved,50,
2016-05-03T20:45:00Z,2016-05-03 14:45:00,0,Approved,50,
2016-05-03T21:00:00Z,2016-05-03 15:00:00,0,Approved,50,
2016-05-03T21:15:00Z,2016-05-03 15:15:00,0,Approved,50,
2016-05-03T21:30:00Z,2016-05-03 15:30:00,0,Approved,50,
2016-05-03T21:45:00Z,2016-05-03 15:45:00,0,Approved,50,
2016-05-03T22:00:00Z,2016-05-03 16:00:00,0,Approved,50,
2016-05-03T22:15:00Z,2016-05-03 16:15:00,0,Approved,50,
2016-05-03T22:30:00Z,2016-05-03 16:30:00,0,Approved,50,
2016-05-03T22:45:00Z,2016-05-03 16:45:00,0,Approved,50,
2016-05-03T23:00:00Z,2016-05-03 17:00:00,0,Approved,50,
2016-05-03T23:15:00Z,2016-05-03 17:15:00,0,Approved,50,
2016-05-03T23:30:00Z,2016-05-03 17:30:00,0,Approved,50,
2016-05-03T23:45:00Z,2016-05-03 17:45:00,0,Approved,50,
2016-05-04T00:00:00Z,2016-05-03 18:00:00,0,Approved,50,
2016-05-04T00:15:00Z,2016-05-03 18:15:00,0,Approved,50,
2016-05-04T00:30:00Z,2016-05-03 18:30:00,0,Approved,50,
2016-05-04T00:45:00Z,2016-05-03 18:45:00,0,Approved,50,
2016-05-04T01:00:00Z,2016-05-03 19:00:00,0,Approved,50,
2016-05-04T01:15:00Z,2016-05-03 19:15:00,0,Approved,50,
2016-05-04T01:30:00Z,2016-05-03 19:30:00,0,Approved,50,
2016-05-04T01:45:00Z,2016-05-03 19:45:00,0.02,Approved,50,
2016-05-04T01:50:00Z,2016-05-03 19:50:00,0.01,Approved,50,
2016-05-04T01:55:00Z,2016-05-03 19:55:00,0.04,Approved,50,
2016-05-04T02:00:00Z,2016-05-03 20:00:00,0.03,Approved,50,
2016-05-04T02:05:00Z,2016-05-03 20:05:00,0.009999998,Approved,50,
2016-05-04T02:15:00Z,2016-05-03 20:15:00,0.009999998,Approved,50,
2016-05-04T02:20:00Z,2016-05-03 20:20:00,0.009999998,Approved,50,
2016-05-04T02:25:00Z,2016-05-03 20:25:00,0.01000001,Approved,50,
2016-05-04T02:30:00Z,2016-05-03 20:30:00,0,Approved,50,
2016-05-04T02:45:00Z,2016-05-03 20:45:00,0,Approved,50,
2016-05-04T03:00:00Z,2016-05-03 21:00:00,0,Approved,50,
2016-05-04T03:15:00Z,2016-05-03 21:15:00,0,Approved,50,
2016-05-04T03:30:00Z,2016-05-03 21:30:00,0,Approved,50,
2016-05-04T03:45:00Z,2016-05-03 21:45:00,0,Approved,50,
2016-05-04T04:00:00Z,2016-05-03 22:00:00,0,Approved,50,
2016-05-04T04:15:00Z,2016-05-03 22:15:00,0,Approved,50,
2016-05-04T04:30:00Z,2016-05-03 22:30:00,0,Approved,50,
2016-05-04T04:45:00Z,2016-05-03 22:45:00,0,Approved,50,
2016-05-04T05:00:00Z,2016-05-03 23:00:00,0,Approved,50,
2016-05-04T05:15:00Z,2016-05-03 23:15:00,0,Approved,50,
2016-05-04T05:30:00Z,2016-05-03 23:30:00,0,Approved,50,
2016-05-04T05:45:00Z,2016-05-03 23:45:00,0,Approved,50,
2016-05-04T06:00:00Z,2016-05-04 00:00:00,0,Approved,50,
2016-05-04T06:15:00Z,2016-05-04 00:15:00,0,Approved,50,
2016-05-04T06:30:00Z,2016-05-04 00:30:00,0,Approved,50,
2016-05-04T06:45:00Z,2016-05-04 00:45:00,0,Approved,50,
2016-05-04T07:00:00Z,2016-05-04 01:00:00,0,Approved,50,
2016-05-04T07:15:00Z,2016-05-04 01:15:00,0,Approved,50,
2016-05-04T07:30:00Z,2016-05-04 01:30:00,0,Approved,50,
2016-05-04T07:45:00Z,2016-05-04 01:45:00,0,Approved,50,
2016-05-04T08:00:00Z,2016-05-04 02:00:00,0,Approved,50,
2016-05-04T08:15:00Z,2016-05-04 02:15:00,0,Approved,50,
2016-05-04T08:30:00Z,2016-05-04 02:30:00,0,Approved,50,
2016-05-04T08:45:00Z,2016-05-04 02:45:00,0,Approved,50,
2016-05-04T09:00:00Z,2016-05-04 03:00:00,0,Approved,50,
2016-05-04T09:15:00Z,2016-05-04 03:15:00,0,Approved,50,
2016-05-04T09:30:00Z,2016-05-04 03:30:00,0,Approved,50,
2016-05-04T09:45:00Z,2016-05-04 03:45:00,0,Approved,50,
2016-05-04T10:00:00Z,2016-05-04 04:00:00,0,Approved,50,
2016-05-04T10:15:00Z,2016-05-04 04:15:00,0,Approved,50,
2016-05-04T10:30:00Z,2016-05-04 04:30:00,0,Approved,50,
2016-05-04T10:45:00Z,2016-05-04 04:45:00,0,Approved,50,
2016-05-04T11:00:00Z,2016-05-04 05:00:00,0,Approved,50,
2016-05-04T11:15:00Z,2016-05-04 05:15:00,0,Approved,50,
2016-05-04T11:30:00Z,2016-05-04 05:30:00,0,Approved,50,
2016-05-04T11:45:00Z,2016-05-04 05:45:00,0,Approved,50,
2016-05-04T12:00:00Z,2016-05-04 06:00:00,0,Approved,50,
2016-05-04T12:15:00Z,2016-05-04 06:15:00,0,Approved,50,
2016-05-04T12:30:00Z,2016-05-04 06:30:00,0,Approved,50,
2016-05-04T12:45:00Z,2016-05-04 06:45:00,0,Approved,50,
2016-05-04T13:00:00Z,2016-05-04 07:00:00,0,Approved,50,
2016-05-04T13:15:00Z,2016-05-04 07:15:00,0,Approved,50,
2016-05-04T13:30:00Z,2016-05-04 07:30:00,0,Approved,50,
2016-05-04T13:45:00Z,2016-05-04 07:45:00,0,Approved,50,
2016-05-04T14:00:00Z,2016-05-04 08:00:00,0,Approved,50,
2016-05-04T14:15:00Z,2016-05-04 08:15:00,0,Approved,50,
2016-05-04T14:30:00Z,2016-05-04 08:30:00,0,Approved,50,
2016-05-04T14:45:00Z,2016-05-04 08:45:00,0,Approved,50,
2016-05-04T15:00:00Z,2016-05-04 09:00:00,0,Approved,50,
2016-05-04T15:15:00Z,2016-05-04 09:15:00,0,Approved,50,
2016-05-04T15:30:00Z,2016-05-04 09:30:00,0,Approved,50,
2016-05-04T15:45:00Z,2016-05-04 09:45:00,0,Approved,50,
2016-05-04T16:00:00Z,2016-05-04 10:00:00,0,Approved,50,
2016-05-04T16:15:00Z,2016-05-04 10:15:00,0,Approved,50,
2016-05-04T16:30:00Z,2016-05-04 10:30:00,0,Approved,50,
2016-05-04T16:45:00Z,2016-05-04 10:45:00,0,Approved,50,
2016-05-04T17:00:00Z,2016-05-04 11:00:00,0,Approved,50,
2016-05-04T17:15:00Z,2016-05-04 11:15:00,0,Approved,50,
2016-05-04T17:30:00Z,2016-05-04 11:30:00,0,Approved,50,
2016-05-04T17:45:00Z,2016-05-04 11:45:00,0,Approved,50,
2016-05-04T18:00:00Z,2016-05-04 12:00:00,0,Approved,50,
2016-05-04T18:15:00Z,2016-05-04 12:15:00,0,Approved,50,
2016-05-04T18:30:00Z,2016-05-04 12:30:00,0,Approved,50,
2016-05-04T18:45:00Z,2016-05-04 12:45:00,0,Approved,50,
2016-05-04T19:00:00Z,2016-05-04 13:00:00,0,Approved,50,
2016-05-04T19:15:00Z,2016-05-04 13:15:00,0,Approved,50,
2016-05-04T19:30:00Z,2016-05-04 13:30:00,0,Approved,50,
2016-05-04T19:45:00Z,2016-05-04 13:45:00,0,Approved,50,
2016-05-04T20:00:00Z,2016-05-04 14:00:00,0,Approved,50,
2016-05-04T20:15:00Z,2016-05-04 14:15:00,0,Approved,50,
2016-05-04T20:30:00Z,2016-05-04 14:30:00,0,Approved,50,
2016-05-04T20:45:00Z,2016-05-04 14:45:00,0,Approved,50,
2016-05-04T21:00:00Z,2016-05-04 15:00:00,0,Approved,50,
2016-05-04T21:15:00Z,2016-05-04 15:15:00,0,Approved,50,
2016-05-04T21:30:00Z,2016-05-04 15:30:00,0,Approved,50,
2016-05-04T21:45:00Z,2016-05-04 15:45:00,0,Approved,50,
2016-05-04T22:00:00Z,2016-05-04 16:00:00,0,Approved,50,
2016-05-04T22:15:00Z,2016-05-04 16:15:00,0,Approved,50,
