ISO 8601 UTC,pdate,rain, Approval Level, Grade, Qualifiers
2019-04-04T22:00:00Z,4/4/2019 17:00,0,Working,50,
2019-04-04T23:00:00Z,4/4/2019 18:00,0,Working,50,
2019-04-05T00:00:00Z,4/4/2019 19:00,0,Working,50,
2019-04-05T01:00:00Z,4/4/2019 20:00,0,Working,50,
2019-04-05T02:00:00Z,4/4/2019 21:00,0,Working,50,
2019-04-05T03:00:00Z,4/4/2019 22:00,0,Working,50,
2019-04-05T04:00:00Z,4/4/2019 23:00,0,Working,50,
2019-04-05T05:00:00Z,4/5/2019 0:00,0,Working,50,
2019-04-05T06:00:00Z,4/5/2019 1:00,0,Working,50,
2019-04-05T07:00:00Z,4/5/2019 2:00,0,Working,50,
2019-04-05T08:00:00Z,4/5/2019 3:00,0,Working,50,
2019-04-05T09:00:00Z,4/5/2019 4:00,0,Working,50,
2019-04-05T10:00:00Z,4/5/2019 5:00,0,Working,50,
2019-04-05T11:00:00Z,4/5/2019 6:00,0,Working,50,
2019-04-05T12:00:00Z,4/5/2019 7:00,0,Working,50,
2019-04-05T12:57:00Z,4/5/2019 7:57,0.009,Working,50,
2019-04-05T13:00:00Z,4/5/2019 8:00,0,Working,50,
2019-04-05T13:03:00Z,4/5/2019 8:03,0.009,Working,50,
2019-04-05T13:07:00Z,4/5/2019 8:07,0.009,Working,50,
2019-04-05T13:09:00Z,4/5/2019 8:09,0.009,Working,50,
2019-04-05T13:12:00Z,4/5/2019 8:12,0.009,Working,50,
2019-04-05T13:14:00Z,4/5/2019 8:14,0.009,Working,50,
2019-04-05T13:17:00Z,4/5/2019 8:17,0.009,Working,50,
2019-04-05T13:21:00Z,4/5/2019 8:21,0.009,Working,50,
2019-04-05T13:26:00Z,4/5/2019 8:26,0.009,Working,50,
2019-04-05T13:35:00Z,4/5/2019 8:35,0.009,Working,50,
2019-04-05T13:43:00Z,4/5/2019 8:43,0.009,Working,50,
2019-04-05T13:50:00Z,4/5/2019 8:50,0.009,Working,50,
2019-04-05T14:00:00Z,4/5/2019 9:00,0,Working,50,
2019-04-05T14:02:00Z,4/5/2019 9:02,0.009,Working,50,
2019-04-05T14:13:00Z,4/5/2019 9:13,0.009,Working,50,
2019-04-05T14:21:00Z,4/5/2019 9:21,0.009,Working,50,
2019-04-05T14:31:00Z,4/5/2019 9:31,0.009,Working,50,
2019-04-05T14:51:00Z,4/5/2019 9:51,0.009,Working,50,
2019-04-05T15:00:00Z,4/5/2019 10:00,0,Working,50,
2019-04-05T15:14:00Z,4/5/2019 10:14,0.009,Working,50,
2019-04-05T15:35:00Z,4/5/2019 10:35,0.009,Working,50,
2019-04-05T15:49:00Z,4/5/2019 10:49,0.009,Working,50,
2019-04-05T16:00:00Z,4/5/2019 11:00,0,Working,50,
2019-04-05T16:06:00Z,4/5/2019 11:06,0.009,Working,50,
2019-04-05T16:19:00Z,4/5/2019 11:19,0.009,Working,50,
2019-04-05T16:37:00Z,4/5/2019 11:37,0.009,Working,50,
2019-04-05T17:00:00Z,4/5/2019 12:00,0,Working,50,
2019-04-05T17:25:00Z,4/5/2019 12:25,0.009,Working,50,
2019-04-05T17:56:00Z,4/5/2019 12:56,0.009,Working,50,
2019-04-05T18:00:00Z,4/5/2019 13:00,0,Working,50,
2019-04-05T18:06:00Z,4/5/2019 13:06,0.009,Working,50,
2019-04-05T18:16:00Z,4/5/2019 13:16,0.009,Working,50,
2019-04-05T18:24:00Z,4/5/2019 13:24,0.009,Working,50,
2019-04-05T18:38:00Z,4/5/2019 13:38,0.009,Working,50,
2019-04-05T18:55:00Z,4/5/2019 13:55,0.009,Working,50,
2019-04-05T19:00:00Z,4/5/2019 14:00,0,Working,50,
2019-04-05T20:00:00Z,4/5/2019 15:00,0,Working,50,
2019-04-05T21:00:00Z,4/5/2019 16:00,0,Working,50,
2019-04-05T22:00:00Z,4/5/2019 17:00,0,Working,50,
2019-04-05T23:00:00Z,4/5/2019 18:00,0,Working,50,
2019-04-06T00:00:00Z,4/5/2019 19:00,0,Working,50,
2019-04-06T01:00:00Z,4/5/2019 20:00,0,Working,50,
2019-04-06T02:00:00Z,4/5/2019 21:00,0,Working,50,
2019-04-06T03:00:00Z,4/5/2019 22:00,0,Working,50,
2019-04-06T04:00:00Z,4/5/2019 23:00,0,Working,50,
2019-04-06T05:00:00Z,4/6/2019 0:00,0,Working,50,
2019-04-06T06:00:00Z,4/6/2019 1:00,0,Working,50,
2019-04-06T07:00:00Z,4/6/2019 2:00,0,Working,50,
2019-04-06T08:00:00Z,4/6/2019 3:00,0,Working,50,
2019-04-06T09:00:00Z,4/6/2019 4:00,0,Working,50,
2019-04-06T10:00:00Z,4/6/2019 5:00,0,Working,50,
2019-04-06T11:00:00Z,4/6/2019 6:00,0,Working,50,
2019-04-06T11:34:00Z,4/6/2019 6:34,0.009,Working,50,
2019-04-06T12:00:00Z,4/6/2019 7:00,0,Working,50,
2019-04-06T13:00:00Z,4/6/2019 8:00,0,Working,50,
2019-04-06T14:00:00Z,4/6/2019 9:00,0,Working,50,
2019-04-06T15:00:00Z,4/6/2019 10:00,0,Working,50,
2019-04-06T16:00:00Z,4/6/2019 11:00,0,Working,50,
2019-04-06T17:00:00Z,4/6/2019 12:00,0,Working,50,
2019-04-06T18:00:00Z,4/6/2019 13:00,0,Working,50,
2019-04-06T19:00:00Z,4/6/2019 14:00,0,Working,50,
2019-04-06T20:00:00Z,4/6/2019 15:00,0,Working,50,
2019-04-06T21:00:00Z,4/6/2019 16:00,0,Working,50,
2019-04-06T22:00:00Z,4/6/2019 17:00,0,Working,50,
2019-04-06T23:00:00Z,4/6/2019 18:00,0,Working,50,
2019-04-07T00:00:00Z,4/6/2019 19:00,0,Working,50,
2019-04-07T01:00:00Z,4/6/2019 20:00,0,Working,50,
2019-04-07T02:00:00Z,4/6/2019 21:00,0,Working,50,
2019-04-07T03:00:00Z,4/6/2019 22:00,0,Working,50,
2019-04-07T04:00:00Z,4/6/2019 23:00,0,Working,50,
2019-04-07T05:00:00Z,4/7/2019 0:00,0,Working,50,
2019-04-07T06:00:00Z,4/7/2019 1:00,0,Working,50,
2019-04-07T07:00:00Z,4/7/2019 2:00,0,Working,50,
2019-04-07T08:00:00Z,4/7/2019 3:00,0,Working,50,
2019-04-07T09:00:00Z,4/7/2019 4:00,0,Working,50,
2019-04-07T10:00:00Z,4/7/2019 5:00,0,Working,50,
2019-04-07T11:00:00Z,4/7/2019 6:00,0,Working,50,
2019-04-07T12:00:00Z,4/7/2019 7:00,0,Working,50,
2019-04-07T13:00:00Z,4/7/2019 8:00,0,Working,50,
2019-04-07T14:00:00Z,4/7/2019 9:00,0,Working,50,
2019-04-07T15:00:00Z,4/7/2019 10:00,0,Working,50,
2019-04-07T16:00:00Z,4/7/2019 11:00,0,Working,50,
2019-04-07T17:00:00Z,4/7/2019 12:00,0,Working,50,
2019-04-07T18:00:00Z,4/7/2019 13:00,0,Working,50,
2019-04-07T19:00:00Z,4/7/2019 14:00,0,Working,50,
2019-04-07T20:00:00Z,4/7/2019 15:00,0,Working,50,
2019-04-07T21:00:00Z,4/7/2019 16:00,0,Working,50,
2019-04-07T22:00:00Z,4/7/2019 17:00,0,Working,50,
2019-04-07T23:00:00Z,4/7/2019 18:00,0,Working,50,
2019-04-08T00:00:00Z,4/7/2019 19:00,0,Working,50,
2019-04-08T01:00:00Z,4/7/2019 20:00,0,Working,50,
2019-04-08T02:00:00Z,4/7/2019 21:00,0,Working,50,
2019-04-08T03:00:00Z,4/7/2019 22:00,0,Working,50,
2019-04-08T04:00:00Z,4/7/2019 23:00,0,Working,50,
2019-04-08T04:34:00Z,4/7/2019 23:34,0.009,Working,50,
2019-04-08T05:00:00Z,4/8/2019 0:00,0,Working,50,
2019-04-08T05:58:00Z,4/8/2019 0:58,0.009,Working,50,
2019-04-08T06:00:00Z,4/8/2019 1:00,0,Working,50,
2019-04-08T06:09:00Z,4/8/2019 1:09,0.009,Working,50,
2019-04-08T07:00:00Z,4/8/2019 2:00,0,Working,50,
2019-04-08T08:00:00Z,4/8/2019 3:00,0,Working,50,
2019-04-08T09:00:00Z,4/8/2019 4:00,0,Working,50,
2019-04-08T10:00:00Z,4/8/2019 5:00,0,Working,50,
2019-04-08T11:00:00Z,4/8/2019 6:00,0,Working,50,
2019-04-08T11:02:00Z,4/8/2019 6:02,0.009,Working,50,
2019-04-08T12:00:00Z,4/8/2019 7:00,0,Working,50,
2019-04-08T13:00:00Z,4/8/2019 8:00,0,Working,50,
2019-04-08T13:20:00Z,4/8/2019 8:20,0.009,Working,50,
2019-04-08T14:00:00Z,4/8/2019 9:00,0,Working,50,
2019-04-08T15:00:00Z,4/8/2019 10:00,0,Working,50,
2019-04-08T16:00:00Z,4/8/2019 11:00,0,Working,50,
2019-04-08T17:00:00Z,4/8/2019 12:00,0,Working,50,
2019-04-08T18:00:00Z,4/8/2019 13:00,0,Working,50,
2019-04-08T19:00:00Z,4/8/2019 14:00,0,Working,50,
2019-04-08T20:00:00Z,4/8/2019 15:00,0,Working,50,
2019-04-08T21:00:00Z,4/8/2019 16:00,0,Working,50,
2019-04-08T22:00:00Z,4/8/2019 17:00,0,Working,50,
2019-04-08T23:00:00Z,4/8/2019 18:00,0,Working,50,
2019-04-09T00:00:00Z,4/8/2019 19:00,0,Working,50,
2019-04-09T01:00:00Z,4/8/2019 20:00,0,Working,50,
2019-04-09T02:00:00Z,4/8/2019 21:00,0,Working,50,
2019-04-09T03:00:00Z,4/8/2019 22:00,0,Working,50,
2019-04-09T04:00:00Z,4/8/2019 23:00,0,Working,50,
2019-04-09T05:00:00Z,4/9/2019 0:00,0,Working,50,
2019-04-09T06:00:00Z,4/9/2019 1:00,0,Working,50,
2019-04-09T07:00:00Z,4/9/2019 2:00,0,Working,50,
2019-04-09T08:00:00Z,4/9/2019 3:00,0,Working,50,
2019-04-09T09:00:00Z,4/9/2019 4:00,0,Working,50,
2019-04-09T10:00:00Z,4/9/2019 5:00,0,Working,50,
2019-04-09T11:00:00Z,4/9/2019 6:00,0,Working,50,
2019-04-09T12:00:00Z,4/9/2019 7:00,0,Working,50,
2019-04-09T13:00:00Z,4/9/2019 8:00,0,Working,50,
2019-04-09T14:00:00Z,4/9/2019 9:00,0,Working,50,
2019-04-09T15:00:00Z,4/9/2019 10:00,0,Working,50,
2019-04-09T16:00:00Z,4/9/2019 11:00,0,Working,50,
2019-04-09T17:00:00Z,4/9/2019 12:00,0,Working,50,
2019-04-09T18:00:00Z,4/9/2019 13:00,0,Working,50,
2019-04-09T19:00:00Z,4/9/2019 14:00,0,Working,50,
2019-04-09T20:00:00Z,4/9/2019 15:00,0,Working,50,
2019-04-09T21:00:00Z,4/9/2019 16:00,0,Working,50,
2019-04-09T22:00:00Z,4/9/2019 17:00,0,Working,50,
2019-04-09T23:00:00Z,4/9/2019 18:00,0,Working,50,
2019-04-10T00:00:00Z,4/9/2019 19:00,0,Working,50,
2019-04-10T01:00:00Z,4/9/2019 20:00,0,Working,50,
2019-04-10T02:00:00Z,4/9/2019 21:00,0,Working,50,
2019-04-10T03:00:00Z,4/9/2019 22:00,0,Working,50,
2019-04-10T04:00:00Z,4/9/2019 23:00,0,Working,50,
2019-04-10T05:00:00Z,4/10/2019 0:00,0,Working,50,
2019-04-10T06:00:00Z,4/10/2019 1:00,0,Working,50,
2019-04-10T07:00:00Z,4/10/2019 2:00,0,Working,50,
2019-04-10T08:00:00Z,4/10/2019 3:00,0,Working,50,
2019-04-10T09:00:00Z,4/10/2019 4:00,0,Working,50,
2019-04-10T10:00:00Z,4/10/2019 5:00,0,Working,50,
2019-04-10T11:00:00Z,4/10/2019 6:00,0,Working,50,
2019-04-10T11:39:00Z,4/10/2019 6:39,0.009,Working,50,
2019-04-10T12:00:00Z,4/10/2019 7:00,0,Working,50,
2019-04-10T13:00:00Z,4/10/2019 8:00,0,Working,50,
2019-04-10T14:00:00Z,4/10/2019 9:00,0,Working,50,
2019-04-10T15:00:00Z,4/10/2019 10:00,0,Working,50,
2019-04-10T16:00:00Z,4/10/2019 11:00,0,Working,50,
2019-04-10T17:00:00Z,4/10/2019 12:00,0,Working,50,
2019-04-10T18:00:00Z,4/10/2019 13:00,0,Working,50,
2019-04-10T19:00:00Z,4/10/2019 14:00,0,Working,50,
2019-04-10T20:00:00Z,4/10/2019 15:00,0,Working,50,
2019-04-10T21:00:00Z,4/10/2019 16:00,0,Working,50,
2019-04-10T22:00:00Z,4/10/2019 17:00,0,Working,50,
2019-04-10T23:00:00Z,4/10/2019 18:00,0,Working,50,
2019-04-11T00:00:00Z,4/10/2019 19:00,0,Working,50,
2019-04-11T01:00:00Z,4/10/2019 20:00,0,Working,50,
2019-04-11T02:00:00Z,4/10/2019 21:00,0,Working,50,
2019-04-11T03:00:00Z,4/10/2019 22:00,0,Working,50,
2019-04-11T04:00:00Z,4/10/2019 23:00,0,Working,50,
2019-04-11T05:00:00Z,4/11/2019 0:00,0,Working,50,
2019-04-11T06:00:00Z,4/11/2019 1:00,0,Working,50,
2019-04-11T07:00:00Z,4/11/2019 2:00,0,Working,50,
2019-04-11T08:00:00Z,4/11/2019 3:00,0,Working,50,
2019-04-11T09:00:00Z,4/11/2019 4:00,0,Working,50,
2019-04-11T10:00:00Z,4/11/2019 5:00,0,Working,50,
2019-04-11T11:00:00Z,4/11/2019 6:00,0,Working,50,
2019-04-11T12:00:00Z,4/11/2019 7:00,0,Working,50,
2019-04-11T13:00:00Z,4/11/2019 8:00,0,Working,50,
2019-04-11T14:00:00Z,4/11/2019 9:00,0,Working,50,
2019-04-11T15:00:00Z,4/11/2019 10:00,0,Working,50,
2019-04-11T16:00:00Z,4/11/2019 11:00,0,Working,50,
2019-04-11T16:52:00Z,4/11/2019 11:52,0.009,Working,50,
2019-04-11T17:00:00Z,4/11/2019 12:00,0,Working,50,
2019-04-11T18:00:00Z,4/11/2019 13:00,0,Working,50,
2019-04-11T19:00:00Z,4/11/2019 14:00,0,Working,50,
2019-04-11T20:00:00Z,4/11/2019 15:00,0,Working,50,
2019-04-11T21:00:00Z,4/11/2019 16:00,0,Working,50,
2019-04-11T22:00:00Z,4/11/2019 17:00,0,Working,50,
2019-04-11T23:00:00Z,4/11/2019 18:00,0,Working,50,
2019-04-12T00:00:00Z,4/11/2019 19:00,0,Working,50,
2019-04-12T01:00:00Z,4/11/2019 20:00,0,Working,50,
2019-04-12T02:00:00Z,4/11/2019 21:00,0,Working,50,
2019-04-12T03:00:00Z,4/11/2019 22:00,0,Working,50,
2019-04-12T04:00:00Z,4/11/2019 23:00,0,Working,50,
2019-04-12T05:00:00Z,4/12/2019 0:00,0,Working,50,
2019-04-12T06:00:00Z,4/12/2019 1:00,0,Working,50,
2019-04-12T07:00:00Z,4/12/2019 2:00,0,Working,50,
2019-04-12T08:00:00Z,4/12/2019 3:00,0,Working,50,
2019-04-12T09:00:00Z,4/12/2019 4:00,0,Working,50,
2019-04-12T10:00:00Z,4/12/2019 5:00,0,Working,50,
2019-04-12T11:00:00Z,4/12/2019 6:00,0,Working,50,
2019-04-12T12:00:00Z,4/12/2019 7:00,0,Working,50,
2019-04-12T13:00:00Z,4/12/2019 8:00,0,Working,50,
2019-04-12T14:00:00Z,4/12/2019 9:00,0,Working,50,
2019-04-12T15:00:00Z,4/12/2019 10:00,0,Working,50,
2019-04-12T16:00:00Z,4/12/2019 11:00,0,Working,50,
2019-04-12T17:00:00Z,4/12/2019 12:00,0,Working,50,
2019-04-12T18:00:00Z,4/12/2019 13:00,0,Working,50,
2019-04-12T19:00:00Z,4/12/2019 14:00,0,Working,50,
2019-04-12T19:49:00Z,4/12/2019 14:49,0.009,Working,50,
2019-04-12T19:58:00Z,4/12/2019 14:58,0.009,Working,50,
2019-04-12T20:00:00Z,4/12/2019 15:00,0,Working,50,
2019-04-12T20:02:00Z,4/12/2019 15:02,0.009,Working,50,
2019-04-12T20:05:00Z,4/12/2019 15:05,0.009,Working,50,
2019-04-12T20:07:00Z,4/12/2019 15:07,0.009,Working,50,
2019-04-12T20:10:00Z,4/12/2019 15:10,0.009,Working,50,
2019-04-12T20:30:00Z,4/12/2019 15:30,0.009,Working,50,
2019-04-12T20:49:00Z,4/12/2019 15:49,0.009,Working,50,
2019-04-12T20:56:00Z,4/12/2019 15:56,0.009,Working,50,
2019-04-12T21:00:00Z,4/12/2019 16:00,0,Working,50,
2019-04-12T21:05:00Z,4/12/2019 16:05,0.009,Working,50,
2019-04-12T21:11:00Z,4/12/2019 16:11,0.009,Working,50,
2019-04-12T22:00:00Z,4/12/2019 17:00,0,Working,50,
2019-04-12T23:00:00Z,4/12/2019 18:00,0,Working,50,
2019-04-13T00:00:00Z,4/12/2019 19:00,0,Working,50,
2019-04-13T01:00:00Z,4/12/2019 20:00,0,Working,50,
2019-04-13T02:00:00Z,4/12/2019 21:00,0,Working,50,
2019-04-13T03:00:00Z,4/12/2019 22:00,0,Working,50,
2019-04-13T04:00:00Z,4/12/2019 23:00,0,Working,50,
2019-04-13T05:00:00Z,4/13/2019 0:00,0,Working,50,
2019-04-13T06:00:00Z,4/13/2019 1:00,0,Working,50,
2019-04-13T07:00:00Z,4/13/2019 2:00,0,Working,50,
2019-04-13T08:00:00Z,4/13/2019 3:00,0,Working,50,
2019-04-13T09:00:00Z,4/13/2019 4:00,0,Working,50,
2019-04-13T10:00:00Z,4/13/2019 5:00,0,Working,50,
2019-04-13T11:00:00Z,4/13/2019 6:00,0,Working,50,
2019-04-13T12:00:00Z,4/13/2019 7:00,0,Working,50,
2019-04-13T13:00:00Z,4/13/2019 8:00,0,Working,50,
2019-04-13T14:00:00Z,4/13/2019 9:00,0,Working,50,
2019-04-13T15:00:00Z,4/13/2019 10:00,0,Working,50,
2019-04-13T16:00:00Z,4/13/2019 11:00,0,Working,50,
2019-04-13T17:00:00Z,4/13/2019 12:00,0,Working,50,
2019-04-13T18:00:00Z,4/13/2019 13:00,0,Working,50,
2019-04-13T19:00:00Z,4/13/2019 14:00,0,Working,50,
2019-04-13T20:00:00Z,4/13/2019 15:00,0,Working,50,
2019-04-13T21:00:00Z,4/13/2019 16:00,0,Working,50,
2019-04-13T22:00:00Z,4/13/2019 17:00,0,Working,50,
2019-04-13T23:00:00Z,4/13/2019 18:00,0,Working,50,
2019-04-14T00:00:00Z,4/13/2019 19:00,0,Working,50,
2019-04-14T01:00:00Z,4/13/2019 20:00,0,Working,50,
2019-04-14T02:00:00Z,4/13/2019 21:00,0,Working,50,
2019-04-14T03:00:00Z,4/13/2019 22:00,0,Working,50,
2019-04-14T04:00:00Z,4/13/2019 23:00,0,Working,50,
2019-04-14T05:00:00Z,4/14/2019 0:00,0,Working,50,
2019-04-14T06:00:00Z,4/14/2019 1:00,0,Working,50,
2019-04-14T07:00:00Z,4/14/2019 2:00,0,Working,50,
2019-04-14T08:00:00Z,4/14/2019 3:00,0,Working,50,
2019-04-14T09:00:00Z,4/14/2019 4:00,0,Working,50,
2019-04-14T10:00:00Z,4/14/2019 5:00,0,Working,50,
2019-04-14T11:00:00Z,4/14/2019 6:00,0,Working,50,
2019-04-14T12:00:00Z,4/14/2019 7:00,0,Working,50,
2019-04-14T13:00:00Z,4/14/2019 8:00,0,Working,50,
2019-04-14T14:00:00Z,4/14/2019 9:00,0,Working,50,
2019-04-14T15:00:00Z,4/14/2019 10:00,0,Working,50,
2019-04-14T15:10:00Z,4/14/2019 10:10,0.009,Working,50,
2019-04-14T15:16:00Z,4/14/2019 10:16,0.009,Working,50,
2019-04-14T15:22:00Z,4/14/2019 10:22,0.009,Working,50,
2019-04-14T15:31:00Z,4/14/2019 10:31,0.009,Working,50,
2019-04-14T16:00:00Z,4/14/2019 11:00,0,Working,50,
2019-04-14T16:07:00Z,4/14/2019 11:07,0.009,Working,50,
2019-04-14T16:13:00Z,4/14/2019 11:13,0.009,Working,50,
2019-04-14T16:19:00Z,4/14/2019 11:19,0.009,Working,50,
2019-04-14T16:24:00Z,4/14/2019 11:24,0.009,Working,50,
2019-04-14T16:26:00Z,4/14/2019 11:26,0.009,Working,50,
2019-04-14T16:28:00Z,4/14/2019 11:28,0.009,Working,50,
2019-04-14T16:30:00Z,4/14/2019 11:30,0.009,Working,50,
2019-04-14T16:35:00Z,4/14/2019 11:35,0.009,Working,50,
2019-04-14T16:40:00Z,4/14/2019 11:40,0.009,Working,50,
2019-04-14T17:00:00Z,4/14/2019 12:00,0,Working,50,
2019-04-14T17:05:00Z,4/14/2019 12:05,0.009,Working,50,
2019-04-14T17:36:00Z,4/14/2019 12:36,0.009,Working,50,
2019-04-14T18:00:00Z,4/14/2019 13:00,0.009,Working,50,
2019-04-14T18:31:00Z,4/14/2019 13:31,0.009,Working,50,
2019-04-14T18:58:00Z,4/14/2019 13:58,0.009,Working,50,
2019-04-14T19:00:00Z,4/14/2019 14:00,0,Working,50,
2019-04-14T19:10:00Z,4/14/2019 14:10,0.009,Working,50,
2019-04-14T19:13:00Z,4/14/2019 14:13,0.009,Working,50,
2019-04-14T19:14:00Z,4/14/2019 14:14,0.019,Working,50,
2019-04-14T19:15:00Z,4/14/2019 14:15,0.009,Working,50,
2019-04-14T19:16:00Z,4/14/2019 14:16,0.009,Working,50,
2019-04-14T19:20:00Z,4/14/2019 14:20,0.009,Working,50,
2019-04-14T19:26:00Z,4/14/2019 14:26,0.009,Working,50,
